	Mouse_ABCD1_1	Mouse_ABCD1_2	Mouse_ABCD1_3	Mouse_NT_1	Mouse_NT_2	Mouse_NT_3
RP23-271O17.1	0	0	0	0	0	0
Gm26206	0	0	0	0	0	0
Xkr4	0	0	0	0	0	0
RP23-317L18.1	0	0	0	0	0	0
RP23-317L18.4	0	0	0	0	0	0
RP23-317L18.3	0	0	0	0	0	0
RP23-115I1.6	0	0	0	0	0	0
RP23-115I1.1	0	0	0	0	0	0
RP23-115I1.5	0	0	0	0	0	0
RP23-115I1.2	0	0	1.89615718855939	0	0	0
RP23-115I1.3	0	0	0	0	0	0
RP23-122M2.3	0	0	0	0	0	0
RP23-122M2.2	0	0	0	0	0	0
RP23-122M2.1	0	0	0	0	0	0
Gm27396	0	0	0	0	0	0
RP23-333I7.1	0	0	0	0	0	0
Rp1	14.4295484544465	5.57013017585587	9.48078594279697	3.77607005814975	1.95959185071892	2.26977117710861
RP23-177A20.1	0	0	0	0	0	0
RP23-391E12.2	2.06136406492092	0	0	0	0	0
Sox17	1574.88214559959	1658.97043737574	1669.56640452655	2686.67384637354	2382.86369047421	2183.51987237849
RP23-285G23.2	18.5522765842883	7.42684023447449	5.68847156567818	9.44017514537436	16.6565307311109	12.4837414740974
RP23-285G23.3	0	7.42684023447449	11.3769431313564	0	3.91918370143785	9.07908470843445
Gm22307	0	0	0	0	0	0
RP23-285G23.4	0	0	0	0	0	0
RP23-37D15.1	1.03068203246046	0	3.79231437711879	0	0	0
RP23-37D15.2	0	0	0	0	0	0
RP23-34E15.1	10.3068203246046	10.2119053224024	10.4288645370767	5.66410508722462	11.7575511043135	10.2139702969888
RP23-34E15.2	6.18409219476277	3.71342011723724	4.74039297139849	1.88803502907487	0	0
Gm25493	0	0.928355029309311	1.89615718855939	0	0	0
RP23-34E15.3	4.12272812984185	2.78506508792793	1.89615718855939	5.66410508722462	1.95959185071892	2.26977117710861
RP23-34E15.4	39.1659172334975	37.1342011723724	39.8193009597473	53.8089983286339	56.8281636708488	72.6326776674756
Mrpl15	1197.65252171906	1387.89076881742	1406.94863391107	1669.02296570219	1536.32001096364	1701.19349724291
RP23-34E15.5	22.6750047141302	20.4238106448048	18.9615718855939	34.9286480378851	31.3534696115028	53.3396226620524
Lypla1	1121.38205131698	853.158271935257	1510.28920068756	725.949468679289	708.392454034891	804.633882285003
RP24-426M1.3	0	0	0	0	0	0
Tcea1	1239.91048504994	1282.05829547616	1432.54675595662	1855.9384335806	1878.26878891409	1936.11481407365
RP24-426M1.2	25.7670508115115	26.92229584997	25.5981220455518	29.2645429506605	28.4140818354244	27.2372541253034
RP24-426M1.4	20.6136406492092	28.7790059085886	21.805807668433	15.104280232599	14.6969388803919	37.4512244222921
Rgs20	30.9204609738138	19.4954556154955	39.8193009597473	37.7607005814975	34.2928573875812	37.4512244222921
RP24-141F9.1	0	0	1.89615718855939	0	0	0
RP24-141F9.2	2.06136406492092	0	1.89615718855939	0	2.93938777607839	0
AC102242.1	9.27613829214415	9.28355029309311	7.58462875423758	3.77607005814975	3.91918370143785	4.53954235421723
RP24-363O2.1	0	0	0	0	1.95959185071892	0
Atp6v1h	2714.81647350086	3409.8480226531	3556.24280714314	3142.63430589513	3068.72083822584	3598.72220130571
RP23-267J18.11	0	0	0	0	0	0
RP23-267J18.10	0	0	0	0	0	0
RP23-335P21.1	0	0	0	0	0	0
Oprk1	0	0	0	0	0	0
RP23-238E7.2	0	0	0	0	0	0
Gm22463	0	0	0	0	0	0
RP23-354J2.1	0	0	0	0	0	0
Npbwr1	0	0	0	0	0	0
RP23-74E8.1	0	0	0	0	0	0
Rb1cc1	2267.50047141302	2117.57782185454	2299.09059112827	1686.01528096386	1741.09735936376	1798.79365785858
AC139064.2	140.172756414623	93.7638579602404	120.405981473522	96.2897864828185	123.454286595292	113.488558855431
Fam150a	0	0	0	0	0	0
RP23-76C20.3	2.06136406492092	2.78506508792793	1.89615718855939	1.88803502907487	0	0
RP23-76C20.2	0	0	0	0	0	0
RP23-76C20.4	2.06136406492092	3.71342011723724	3.79231437711879	1.88803502907487	3.91918370143785	3.40465676566292
St18	0	0	3.79231437711879	0	0	0
RP23-299N6.3	0	0	0	0	0	0
RP23-299N6.1	0	0	0	0	0	0
RP23-5K7.4	13.398866421986	13.9253254396397	19.9096504798736	25.4884728925108	11.7575511043135	14.753512651206
RP23-76C20.5	0	0	0	0	0	0
RP23-5K7.3	0	0	0	0	0	0
RP23-5K7.2	0	0	0	0	0	0
RP23-5K7.1	0	0	0	0	0	0
Pcmtd1	1580.03555576189	1476.0844966018	1682.83950484646	743.8858014555	730.927760318159	847.759534650067
RP24-149G24.1	4.12272812984185	0	1.89615718855939	3.77607005814975	1.95959185071892	2.26977117710861
WI1-817D1.2	237.056867465906	181.957585744625	276.838949529672	178.419310247576	215.555103579082	221.30268976809
RP23-278C19.3	2.06136406492092	4.64177514654655	8.53270734851728	6.60812260176206	17.6363266564703	13.6186270626517
Nras-ps2	0	0	0	0	0	0
Gm23274	0	0	0	0	0	0
RP23-278C19.1	0	0	0	0	0	0
RP24-263A16.1	16.4909125193674	8.3551952637838	8.53270734851728	7.55214011629949	14.6969388803919	15.8883982397603
RP24-263A16.2	0	0	0	0	0	0
RP24-181G14.2	0	1.85671005861862	0	0	4.89897962679731	0
RP24-181G14.1	0	0	0	0	0	0
RP23-404K2.2	0	0	0	0	0	0
Rps2-ps2	0	0	0	0	0	0
RP23-408B17.1	0	0	0	0	0	0
Sntg1	0	0	0	0	0	0
RP23-241G23.1	0	0	0	0	0	0
AC102786.2	0	0	0	0.944017514537436	1.95959185071892	0
RP23-311L17.1	0	0	0	0	0	0
Gm23358	0	0	0	0	0	0
RP24-442E5.1	0	0	0	0	0	0
AC163389.1	16.4909125193674	25.0655857913514	15.1692575084752	43.4248056687221	28.4140818354244	28.3721397138577
RP23-397E23.1	0	1.85671005861862	1.89615718855939	2.83205254361231	1.95959185071892	4.53954235421723
Gm24276	8.24545625968369	0.928355029309311	3.79231437711879	2.83205254361231	10.7777551789541	2.26977117710861
AC118192.1	0	0	0	0	0	0
RP23-200C17.1	0	0	0	0	0	0
AC122738.1	0	0	0	0	0	0
RP23-331M15.1	0	0	0	0	0	0
RP23-331M15.2	0	0	0	0	0	0
RP23-411P10.1	0	0	0	0	0	0
RP23-411P10.5	0	0	0	0.944017514537436	0	0
RP23-411P10.3	0	0	0	0	0	0
RP23-411P10.2	0	0	0	0	0	0
Gm24765	0	0	0	0	0	0
RP24-361E12.1	0	0	1.89615718855939	0	0	0
Rrs1	608.102399151672	744.540733506067	674.083880532865	1104.5004920088	1085.61388529828	939.685267322966
Adhfe1	91.7307008889811	105.832473341261	74.8982089480961	59.4731034158585	75.4442862526786	60.1489361933783
AC103620.4	370.014849653306	413.117988042643	416.206502888787	469.176704725106	440.908166411758	539.070654563296
AC103620.1	0	0	2.84423578283909	1.88803502907487	4.89897962679731	2.26977117710861
AC103620.3	245.30232372559	218.163431887688	209.525369335813	228.45223851806	233.191430235552	276.912083607251
RP24-219C22.3	0	0	0	0	0	0
Mybl1	298.897789413534	264.581183353154	343.20445112925	269.044991643169	278.262042802087	284.856282727131
Vcpip1	1236.81843895255	1063.89486358847	1343.42736809433	1780.41703241761	1751.87511454272	1929.30550054232
RP23-228O9.1	0	8.3551952637838	1.89615718855939	4.72008757268718	3.91918370143785	6.80931353132584
Sgk3	242.210277628208	234.873822415256	298.644757198105	168.979135102201	177.343062490063	157.749096809049
RP23-228O9.3	1.03068203246046	7.42684023447449	4.74039297139849	14.1602627180615	11.7575511043135	4.53954235421723
Gm22607	0	0.928355029309311	0	0	0	0
Mcmdc2	51.5341016230231	62.1997869637238	49.3000869025443	90.6256813955939	99.9391843866651	56.7442794277153
Snhg6	379.29098794545	407.547857866788	377.33528052332	593.787016644048	550.645310052018	511.833400437992
Snord87	13.398866421986	13.9253254396397	9.48078594279697	23.6004378634359	21.5555103579082	20.4279405939775
Tcf24	4.12272812984185	0	0	0	0	0
RP23-228G18.3	0	0	0	0	0	0
Ppp1r42	2.06136406492092	0	0	2.83205254361231	0	2.26977117710861
AC102570.3	2.06136406492092	0	0	1.88803502907487	0	0
Gm24674	0	0	0	0	0	0
Cops5	1202.80593188136	1366.53860314331	1383.24666905408	1746.43240189426	1599.02695018664	1603.59333662724
Cspp1	1250.21730537454	1100.10070973153	1152.86357064411	1154.53342027928	1126.76531416338	1132.6158173772
RP23-228G18.5	4.12272812984185	9.28355029309311	0.948078594279697	5.66410508722462	0	6.80931353132584
Arfgef1	1962.41858980472	1963.47088698919	1938.82072530198	2041.90988394448	2007.60185106154	2237.99438062909
Gm26348	4.12272812984185	12.068615381021	5.68847156567818	1.88803502907487	15.6767348057514	14.753512651206
RP24-327F2.1	36.0738711361162	32.4924260258259	52.1443226853834	34.9286480378851	31.3534696115028	77.1722200216929
Cpa6	0	0	0	0	0	0
RP23-418C16.1	0	0	0	0	0	0
AC102469.1	0	1.85671005861862	0	0	0	0
Gm25253	0	0	0	0	0	0
AC102426.1	0	0	0	0.944017514537436	0	0
RP24-88A10.2	0	0	0	0	0	0
RP24-88A10.1	0	0	0	0.944017514537436	0	0
RP24-467J24.1	0	0	0.948078594279697	0	0.979795925359462	0
Gm22963	0	0	0	1.88803502907487	0	0
Prex2	13733.8380825357	13080.5223629682	13826.7782189751	16282.4140907417	16283.2284835489	15379.969496088
Gm24173	30.9204609738138	14.853680468949	9.48078594279697	19.8243678052862	29.3938777607839	32.9116820680749
RP24-427A3.1	20.6136406492092	15.7820354982583	13.2731003199158	17.9363327762113	19.5959185071892	15.8883982397603
RP23-366M5.2	0	0	0	0	0	0
AC103635.1	0	0	1.89615718855939	0	0	0
RP23-2K13.1	0	0	0	0	0	0
RP24-467J24.2	0	0	0	0	0	0
RP24-239K20.1	0	0	0	0	0	0
RP23-334J7.1	0	1.85671005861862	1.89615718855939	0	0	0
Gm22633	0	0	0	0	0	0
Mir6341	0	0	0	0	0	0
RP23-138D5.1	5.15341016230231	2.78506508792793	0	0	0	0
RP24-331K22.1	0	0	0	0	0	0
RP24-331K22.3	0	0	0	0	0	0
RP24-331K22.2	0	0	0	0	0	0
Sulf1	300.959153478455	431.68508862883	407.67379554027	341.734340262552	379.181023114112	481.191489547026
Slco5a1	14.4295484544465	13.9253254396397	24.6500434512721	24.5444553779733	15.6767348057514	11.3488558855431
RP24-178B14.2	0	0	0	0	0	0
RP24-178B14.3	0	0	0	0	0	0
RP24-178B14.1	0	0	0	0	0	0
Prdm14	0	0	0	1.88803502907487	0	0
Ncoa2	1487.27417284045	1308.05223629682	1294.12728119179	929.857251819375	1050.34123198534	966.922521448269
RP23-93D12.2	46.3806914607208	26.92229584997	22.7538862627127	22.6564203488985	14.6969388803919	26.1023685367491
RP23-93D12.1	14.4295484544465	6.49848520516518	9.48078594279697	7.55214011629949	12.737347029673	12.4837414740974
Gm27881	2.06136406492092	1.85671005861862	2.84423578283909	0	0.979795925359462	1.13488558855431
RP23-125I14.4	0	3.71342011723724	0	0	1.95959185071892	4.53954235421723
RP23-125I14.3	6.18409219476277	11.1402603517117	1.89615718855939	5.66410508722462	4.89897962679731	6.80931353132584
Gm23169	0	0	0	0	0	0
RP23-125I14.2	20.6136406492092	7.42684023447449	15.1692575084752	9.44017514537436	12.737347029673	28.3721397138577
RP23-125I14.1	22.6750047141302	12.9969704103304	11.3769431313564	16.9923152616739	8.81816332823516	10.2139702969888
RP23-125I14.5	2.06136406492092	0	0	0	0	0
RP23-125I14.6	0	0.928355029309311	0	0	0	0
Tram1	3252.83249444522	3298.44541913598	3626.40062311984	2654.57725087927	2806.1355302295	2918.92573376168
Lactb2	629.746721833342	671.200686190632	726.228203218248	689.132785612329	730.927760318159	813.712966993438
RP23-70F22.2	25.7670508115115	27.8506508792793	22.7538862627127	18.8803502907487	33.3130614622217	32.9116820680749
Xkr9	0	0	0	0	0	0
Gm26273	0	0	0	0	0	0
RP23-70F22.1	0	0	0.948078594279697	1.88803502907487	0.979795925359462	0
RP23-74B7.1	0	0	0	0	0	0
Gm25491	0	0	0	0	0	0
RP24-335B5.1	0	0	0	0	0	0
Eya1	0	0	0	0	0	0
Gm22616	0	0	0	0	0	0
RP24-291C20.1	0	0	0	0	0	0
RP24-356G6.1	0	0	0	0	0	0
Msc	0	0	0	0	0	0
RP23-398C14.1	0	0	0	0	0	0
Smt3h2-ps4	0	1.85671005861862	1.89615718855939	3.77607005814975	3.91918370143785	2.26977117710861
Rpl5-ps1	6.18409219476277	7.42684023447449	1.89615718855939	16.0482977471364	12.737347029673	5.67442794277153
Trpa1	0	0	0	0	0	0
Gm26345	0	0	0	0	0	0
RP23-143L15.1	0	1.85671005861862	1.89615718855939	1.88803502907487	0.979795925359462	0
Kcnb2	0	0	0	0	0	0
RP23-445B17.1	0	0	0	0	0	0
RP24-66C10.4	0	1.85671005861862	0	0	1.95959185071892	0
Gm25227	0	0	0	0	0	0
Gm25168	0	0	0	0	0	0
RP23-325F17.2	0	0	0	0	0	0
RP23-325F17.1	0	0	0	0	0	0
Terf1	170.062535355976	137.396544337778	201.940740581576	248.276606323346	246.908573190584	262.158570956045
RP23-325F17.4	4.12272812984185	7.42684023447449	8.53270734851728	1.88803502907487	10.7777551789541	7.94419911988015
Sbspon	3.09204609738138	1.85671005861862	1.89615718855939	0.944017514537436	0	2.26977117710861
Gm23259	0	0	0	0	0	0
RP24-178O17.1	0	0	0	0	0	0
AC162442.2	0	0	2.84423578283909	0	1.95959185071892	0
Rpl7	18308.0049425952	18642.2973435603	19493.4439769849	20170.8222331214	20310.1897367763	19970.5817017901
Rdh10	180.369355680581	215.37836679976	231.331177004246	270.933026672244	248.868165041303	212.223605059655
RP24-178O17.2	0	0	0	0	0	0
RP24-73D23.1	4.12272812984185	1.85671005861862	2.84423578283909	0	0	0
Stau2	327.756886322427	324.924260258259	329.931350809335	210.515905741848	223.393470981957	272.372541253034
AC167117.2	2.06136406492092	6.49848520516518	4.74039297139849	0	0	0
Ube2w	952.350197993467	927.426674280002	1162.34435658691	1312.18434520704	1399.14858141331	1496.91409130313
RP23-382H8.2	8.24545625968369	7.42684023447449	1.89615718855939	11.3282101744492	8.81816332823516	2.26977117710861
Eloc	826.60699003329	908.859573693815	1127.26544859856	953.457689682811	1000.37163979201	1062.25291088683
RP23-382H8.4	3.09204609738138	1.85671005861862	0	0	1.95959185071892	0
RP23-382H8.5	0	0	1.89615718855939	0	0	0
Tmem70	655.513772644854	677.699171395797	732.864753378206	859.999955743605	816.170005824432	773.991971394037
Ly96	103.068203246046	135.539834279159	127.990610227759	93.4577339392062	96.9997966105868	116.893215621094
RP23-470P10.1	0	0	0	0	0	0
RP23-470P10.2	26.797732843972	28.7790059085886	40.767379554027	25.4884728925108	42.1312247904569	54.4745082506067
RP24-254D14.3	0	0	0	0	0	0
RP24-254D14.1	0	0	0	0	0	0
Jph1	0	0	0	0	0	0
RP23-110G23.2	0	0	0	0	0	0
Gdap1	0	0	0	1.88803502907487	0	0
RP24-317E22.1	0	0	0	0	0	0
RP24-317E22.2	0	0	0	0	0	0
RP23-215C21.1	6.18409219476277	4.64177514654655	0.948078594279697	4.72008757268718	0	2.26977117710861
Rbm6-ps1	23.7056867465906	13.9253254396397	29.3904364226706	14.1602627180615	34.2928573875812	28.3721397138577
RP23-215C21.3	0	0	0	3.77607005814975	1.95959185071892	4.53954235421723
Gm25166	0	0	0	0	0	0
Pi15	1188.37638342691	685.126011630271	847.582263286049	674.02850537973	741.705515497113	320.037735972314
RP23-329F7.2	7.21477422722323	3.71342011723724	7.58462875423758	2.83205254361231	0.979795925359462	2.26977117710861
AC104917.1	0	0	0	0	0	0
Crispld1	2.06136406492092	0	0	1.88803502907487	1.95959185071892	0
RP23-329F7.3	0	0	0	0	0	0
RP24-571A14.1	0	0	0	0	0	0
RP24-571A14.3	0	0	0	0	0	0
RP24-571A14.4	0	0	0	0	0	2.26977117710861
RP24-571A14.6	0	0	0	0	0	0
RP24-571A14.2	0	0	0	0	0	2.26977117710861
RP24-571A14.5	0	0	0	0	0	0
Crisp4	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0
Defb18	0	0	0	0	0	0
Defb41	0	0	0	0	0	0
RP24-108N24.2	0	0	0	0	0	0
RP24-284D7.1	0	0	0	0	0	0
Gm24075	0	0	0	0	0	0
RP23-122B3.1	0	0	0	0	0	0
RP23-122B3.2	0	0	0	0	0	0
AC098736.3	0	0	0	0	0	0
Tfap2d	0	0	0	0	0	0
AC098736.2	0	1.85671005861862	0	0.944017514537436	1.95959185071892	0
Tfap2b	0	0	0	0	0	0
RP24-119I6.2	0	0	0	0	0	0
RP24-119I6.4	0	0	0	0	0	0
RP24-119I6.5	4.12272812984185	7.42684023447449	3.79231437711879	10.3841926599118	0	11.3488558855431
Gm24633	0	0	0	0	0	0
RP24-132H2.1	0	0	0	0	0	0
Pkhd1	2.06136406492092	1.85671005861862	1.89615718855939	0	0	0
RP23-245C4.1	0	0	0	0	0	0
AC101789.2	0	0	0	0	0	0
AC101789.1	0	0	0	1.88803502907487	1.95959185071892	0
Gm24162	0	0	0	0	0	0
Lincmd1	0	0	0	0	0	0
Mir206	0	0	0	0	0	0
Mir133b	0	0	0	0	0	0
Il17a	0	0	0	0	0	0
Il17f	0	0.928355029309311	0	0	1.95959185071892	0
Mcm3	1562.51396121006	1577.27519479652	1709.38570548629	1790.80122507752	1681.32980791684	1737.50983607664
RP23-191A12.1	0	0	0	0	0	0
RP23-191A12.2	0	0	0	0	0	0
Gm24723	0	0	0	0	0	0
RP23-191A12.5	3.09204609738138	1.85671005861862	0	0.944017514537436	4.89897962679731	1.13488558855431
Paqr8	199.95231429733	206.094816506667	220.902312467169	198.243678052862	272.38326724993	264.428342133153
Gm24171	0	0	1.89615718855939	0	0	1.13488558855431
RP23-191A12.6	0	0	0	0	0	0
Efhc1	126.773889992637	122.542863868829	142.211789141955	103.841926599118	100.918980312025	110.083902089768
Tram2	340.125070711952	301.715384525526	271.150477963993	192.579572965637	211.635919877644	190.660778877124
RP24-278K16.1	4.12272812984185	0.928355029309311	1.89615718855939	0.944017514537436	0	0
RP23-80N7.1	3.09204609738138	2.78506508792793	0	3.77607005814975	0	0
Tmem14a	107.190931375888	95.620568018859	124.19829585064	26.4324904070482	27.4342859100649	9.07908470843445
RP23-278E1.4	8.24545625968369	0	4.74039297139849	0	0	2.26977117710861
Gsta3	740.029699306611	1129.80807066943	1079.86151888458	558.858368606162	619.23102482718	786.475712868135
RP23-80N7.2	4.12272812984185	1.85671005861862	6.63655015995788	3.77607005814975	0.979795925359462	1.13488558855431
RP23-278E1.5	0	0	1.89615718855939	0	0	0
RP23-278E1.2	0	0	0	0	0	0
RP23-278E1.3	0	0	0	0	0	0
Khdc1a	0	0	0	0	0	0
AC115920.6	0	0	0	0	0	0
AC115920.7	0	0	0	0	0	0
Khdc1c	0	0	0	0	0	0
AC115920.8	0	0	0	0	0	0
AC115920.9	0	0	0	0	0	0
Khdc1b	0	0	0	0	0	0
AC115920.4	0	0	0	0	0	0
Kcnq5	0	0	0	0	0	0
RP24-496H1.1	0	0	0	0	0	0
AC115920.2	187.584129907804	157.820354982583	171.602225564625	170.867170131276	225.353062832676	183.851465345798
RP23-322P13.2	0	0	0	0	0	0
Gm26580	0	0	0	0	0	0
RP24-78G8.1	0	0	0	0	0	0
RP24-261D2.1	0	0	0	0	0	0
Rims1	24.7363687790511	46.4177514654655	41.7154581483067	80.2414887356821	50.949388118692	61.2838217819326
RP23-42E3.1	2.06136406492092	1.85671005861862	0	0.944017514537436	8.81816332823516	6.80931353132584
RP24-495G2.1	0	0	0	0	0	0
RP24-495G2.2	0	0	0	0	1.95959185071892	0
RP24-163I14.1	0	0	0	0	0	0
Gm24176	0	0	0	0	0	0
RP23-28L24.5	1.03068203246046	0.928355029309311	1.89615718855939	1.88803502907487	5.87877555215677	3.40465676566292
Mir30a	8.24545625968369	14.853680468949	15.1692575084752	8.49615763083693	2.93938777607839	10.2139702969888
RP23-28L24.7	62.8716039800882	29.7073609378979	54.0404798739428	53.8089983286339	57.8079595962083	44.260537953618
Mir30c-2	0	0	0	0	0	0
RP23-28L24.8	2.06136406492092	0	10.4288645370767	0.944017514537436	1.95959185071892	0
RP23-28L24.9	0	0	0	0	0	0
Ogfrl1	139.142074382162	145.751739601562	196.252269015897	80.2414887356821	105.817959938822	93.0606182614531
RP24-361E14.1	0	0	0	0	0	0
RP23-25K16.1	0	0	0	0	0	0
B3gat2	54.6261477204045	65.9132070809611	62.57318722246	36.81668306696	45.0706125665353	61.2838217819326
Smap1	407.119402821882	419.616473247809	469.29890416845	384.215128416737	384.080002740909	384.72621451991
Sdhaf4	117.497751700493	125.327928956757	109.029038342165	109.506031686343	108.7573477149	140.725812980734
RP24-287C19.1	0	0	1.89615718855939	0	1.95959185071892	0
Fam135a	920.399054987192	883.793987902464	928.168943799824	677.804575437879	775.998372884694	682.066238721138
RP23-255J24.2	4.12272812984185	0	11.3769431313564	15.104280232599	5.87877555215677	10.2139702969888
RP23-255J24.1	0	0	0	0	0	0
Col9a1	0	0	0	0	0	0
Col19a1	0	9.28355029309311	3.79231437711879	1.88803502907487	1.95959185071892	3.40465676566292
Gm26418	0	0	0	0	0	0
Tubb4b-ps2	3.09204609738138	1.85671005861862	3.79231437711879	3.77607005814975	3.91918370143785	4.53954235421723
RP23-8J15.7	266.94664640726	244.157372708349	333.723665186453	211.459923256386	206.736940250847	186.121236522906
RP23-8J15.6	94.8227469863625	77.9818224619821	110.925195530725	73.63336613392	57.8079595962083	61.2838217819326
RP23-8J15.5	504.003513873166	348.133135990992	582.120256887734	424.807881541846	372.322451636596	460.763548953048
RP23-8J15.4	3328.07228281483	3514.75214096505	3435.83682566962	3001.97569622905	2752.24675433473	2568.2460868984
RP23-8J15.3	1927.37540070106	1895.70096984961	2314.25984863674	1579.34130182113	1266.87613148978	1282.42071506637
RP23-8J15.2	3204.39043891957	3379.21230668589	3580.89285059442	2883.97350691187	2462.22716042833	2555.7623454243
RP23-8J15.1	3639.33825661789	3576.02357289947	3779.04127679887	3695.82856941406	3105.9530833895	2711.24167105624
Lmbrd1	1912.94585224662	1823.28927756349	1879.09177386236	1643.53449280968	1548.07756206795	1599.05379427302
RP23-109H7.1	0	0	0	0	0	0
RP24-178K6.1	0	0	0	0	0	0
RP24-178K6.2	0	0	0	0	0	0
RP24-178K6.3	0	0	0	0	0	0
Adgrb3	0	0	0	0	0	0
AC122187.1	0	3.71342011723724	0	1.88803502907487	1.95959185071892	2.26977117710861
RP23-21P2.4	0	0	0	0	0	0
Gm22260	0	0	0	0	0	0
RP23-21P2.3	0	0	0	0	0	0
RP23-21P2.2	0	0	0	0	0	0
RP23-21P2.5	0	0	0	0	0	0
RP23-21P2.6	0	0	0	0	0	0
RP23-21P2.7	0	0	0	0	0	0
RP23-21P2.8	0	0	0	0	0	0
Gm25294	0	0	0	0	0	0
RP23-347F2.2	0	0	0	0	0	0
RP23-347F2.3	0	0	0	0	0	0
RP23-347F2.1	0	0	0	0	0	0
RP23-478K4.2	0	0	0	0	0	0
RP23-478K4.1	0	0	0	0	0	0
RP23-478K4.3	0	0	0	0	0	0
RP23-184I13.2	0	0	0	0	0	0
RP23-184I13.3	0	0	0	0	0	0
RP23-184I13.4	0	0	0	0	0	0
RP23-184I13.5	0	0	0	0	0	0
RP23-184I13.6	0	0	0	0	0	0
RP23-184I13.7	0	0	0	0	0	0
RP23-184I13.8	0	0	0	0	0	0
RP23-184I13.1	0	0	0	0	0	0
RP24-228I17.1	0	0	0	0	0	0
RP24-264B17.1	0	0	0	0	0	0
Gm24064	0	0	0	0	0	0
RP24-338N17.1	0	0	0	0	0	0
n-R5s209	0	0	0	0	0	0
RP23-76B18.1	0	0	0	0	0	0
RP24-176K12.1	0	0	0	0	0	0
RP24-176K12.2	0	0	0	0	0	0
RP23-12H12.1	0	0	0	0	0	0
RP23-19M20.2	0	0	0	0	0	0
AC122186.1	28.8590969088929	27.8506508792793	30.3385150169503	33.9846305233477	41.1514288650974	45.3954235421723
Gm597	0	1.85671005861862	0	0	3.91918370143785	5.67442794277153
AC121566.1	0	3.71342011723724	5.68847156567818	8.49615763083693	16.6565307311109	35.1814532451835
RP24-365G17.1	0	0	0	0	0	0
RP24-430C1.1	0	0	0	0	0	0
Gm25586	0	0	0	0	0	0
Gm22679	0	0	0	0	0	0
Gm23785	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0
RP23-313K8.2	8.24545625968369	15.7820354982583	12.3250217256361	29.2645429506605	12.737347029673	22.6977117710861
RP24-229N7.1	0	0	0	0	0	0
Gm23771	0	0	0	0	0	0
Gm27430	0	0	0	0	0	0
RP24-172B22.1	0	0	0	0	0	0
RP24-172B22.2	2.06136406492092	0	7.58462875423758	5.66410508722462	8.81816332823516	3.40465676566292
RP24-172B22.4	0	1.85671005861862	0	0	0	0
Phf3	4025.84401879056	3924.15670889046	3932.63000907218	4198.98990466252	4275.82941826869	4291.00241032383
RP24-172B22.6	60.8102399151672	73.3400473154356	75.8462875423758	66.0812260176206	48.9897962679731	65.8233641361498
RP23-471J16.2	122.651161862795	96.5489230481683	132.731003199158	82.129523764757	104.838164013462	105.544359735551
Ptp4a1	1436.77075324988	1464.01588122078	1750.15308504032	1557.62889898677	1479.49184729279	1866.88679317183
AC153137.2	0	0	0	0	0	0
AC121911.1	0	0	0	0	0	0
AC121911.2	0	0	0	0	0	0
RP24-173I18.1	0	0	0	1.88803502907487	0	0
RP24-173I18.2	0	0	0	0	0	0
Gm27362	0	0	0	0	0	0
AC121888.2	0	0	0	0	0	0
RP24-421A2.2	0	0	0	0	0	0
RP24-421A2.1	0	1.85671005861862	0	0	3.91918370143785	3.40465676566292
Lgsn	29.8897789413534	41.775976318919	31.28659361123	20.7683853198236	33.3130614622217	24.9674829481947
Pih1d3	0	0	0	0	0	0
Gm26145	0	0	0	0	0	0
RP24-142M5.2	0	0	0	0	0	2.26977117710861
RP24-142M5.3	0	0	0	0	0	0
RP24-142M5.1	0	0	0	0	0	0
RP24-342F15.1	0	0	0	0	0	0
RP24-270O22.1	29.8897789413534	27.8506508792793	26.5462006398315	41.5367706396472	13.7171429550325	34.0465676566292
Gm23032	0	0	0	0	0	0
AC134327.1	0	0	0	0	0	0
Khdrbs2	0	0	0	0	0	0
Gm25814	0	0	0	0	0	0
RP23-109J14.2	0	0	0	0	0	0
RP23-109J14.3	0	0	0	0	0	0
RP23-109J14.5	0	0	0	0	0	0
RP24-390L20.1	1.03068203246046	0	0	0	0	0
RP24-390L20.5	0	0	0	0	0	0
RP24-390L20.3	1.03068203246046	0	0	0	0	0
Gm24732	0	0	0	0	0	0
RP23-28G12.2	0	0	0	0	0	0
Gm23024	0	0	0	0	0	0
RP23-144E24.1	0	0	0	0	0	0
RP23-75G11.1	0	0	0	0	0	0
RP23-75G11.4	0	0	0	0	0	0
RP23-75G11.2	2.06136406492092	5.57013017585587	0	0	3.91918370143785	0
RP23-75G11.3	0	0	0	0	0	0
Gm24901	0	0	0	0	0	0
RP23-154N2.3	0	0	0	0	0	0
RP23-154N2.2	2.06136406492092	0	0	0	0	0
Gm25792	0	0	0	0	0	0
RP23-443F6.1	2.06136406492092	0	0	0	0	4.53954235421723
RP23-125B4.2	1.03068203246046	0	0.948078594279697	0	1.95959185071892	1.13488558855431
Gm23453	2.06136406492092	0	0	0	0	0
Prim2	243.240959660669	298.001964408289	285.371656878189	273.765079215857	322.352859443263	357.488960394607
RP23-125B4.3	0	1.85671005861862	0	0	0	0
RP24-423J19.3	10.3068203246046	17.6387455568769	5.68847156567818	9.44017514537436	3.91918370143785	11.3488558855431
RP24-423J19.6	0	1.85671005861862	0	0	1.95959185071892	0
